expiry,T,strike,iv_market,iv_svi,residual,volume,direction
2026-08-14,0.08767123287671233,790.0,0.10886248337091718,0.1297001090463473,-0.020837625675430113,459,UNDERPRICED
2026-08-14,0.08767123287671233,795.0,0.10769928269841876,0.13340558073891534,-0.02570629804049658,32,UNDERPRICED
2026-09-18,0.18356164383561643,695.0,0.18644930570644372,0.16367986536137497,0.022769440345068753,18,OVERPRICED
